A1_1_PEIS,A1_2_FAULT_DISTANCE,A1_3_SEISMIC_SOURCE_TYPE,A1_4_LIQUEFACTION,A2_1_BASIC_WIND_SPEED,A2_2_BUILDING_VICINITY,A3_1_SLOPE,A3_2_ELEVATION,A3_3_DISTANCE_TO_RIVERS_AND_SEAS,A3_4_SURFACE_RUNOFF,A3_5_BASE_HEIGHT,A3_6_DRAINAGE_SYSTEM,B1_1_AESTHETIC_THEME,B1_2_STYLE_UNIQUE,B1_3_STYLE_TYPICAL,B1_4_CITYSCAPE_INTEGRATION,B2_1_AGE_OF_BUILDING,B2_2_PAST_RELEVANCE,B2_3_GEO_IMPACT,B2_4_CULTURAL_HERITAGE_TIE,B2_5_MESSAGE_WORTH_PRESERVING,B3_1_NO_INITIATIVES,B3_2_PROMINENT_SUPPORT,B3_3_IMPORTANCE_DAILY_LIFE,B3_4_NO_PROMOTION,B4_1_TOURIST_MUST_SEE,B4_2_TOURISM_CONTRIBUTION,B4_3_VISITED_FOR_GOODS,B4_4_CURRENT_USE_ADOPTS_NEEDS,C1_1_CODE_YEAR_BUILT,C1_2_PLAN_IRREGULARITY,C1_3_VERTICAL_IRREGULARITY,C1_4_BUILDING_PROXIMITY,C1_5_NUMBER_OF_STOREYS,C1_6_STRUCT_SYSTEM_MATERIAL,C1_7_NUMBER_OF_BAYS,C1_8_COLUMN_SPACING,C1_9_BUILDING_ENCLOSURE,C1_10_WALL_MATERIAL,C1_11_FRAMING_TYPE,C1_12_FLOORING_MATERIAL,C2_1_CRACK_WIDTH,C2_2_UNEVEN_SETTLEMENT,C2_3_BEAM_COLUMN_DEFORMATION,C2_4_FINISHING_DETERIORATION,C2_5_MEMBER_DECAY,C2_6_ADDITIONAL_LOADS,C3_1_ROOF_DESIGN,C3_2_ROOF_SLOPE,C3_3_ROOFING_MATERIAL,C4_1_ROOF_FASTENERS,C4_2_FASTENER_SPACING,HAZARD_RATING,EXPOSURE_RATING,VULNERABILITY_RATING,RISK_RATING,RISK_INDEX,risk
3,1,1,3,1,3,3,3,3,3,3,1,3,1,1,1,1,1,1,3,3,3,1,1,3,1,1,3,3,1,3,3,3,1,3,3,1,3,3,1,3,3,3,1,3,1,3,3,3,3,1,1,2.2,1.9090909090909092,2.2549019607843137,9.470588235294118,3.5076252723311545,LOW
3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,3,1,3,3,1,1,3,2,2,2,3,3,3,3,1,1,3,1,1,1,3,3,1,3,3,3,1,3,3,3,3,1,3,3,2,1,3,2.92,2.3333333333333335,2.2549019607843137,15.363398692810458,5.690147664003873,MEDIUM
1,1,1,1,3,1,1,3,1,1,2,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,3,1,1,1,3,1,1.28,1.2424242424242424,1.4705882352941178,2.338680926916221,0.8661781210800819,LOW
1,1,1,1,1,3,1,1,3,1,3,3,1,1,1,2,1,3,1,1,1,3,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,3,1,1,1,1,2,1,3,1,1.64,1.5757575757575757,1.4901960784313726,3.8510279263220437,1.4263066393785349,LOW
1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,3,1,3,3,1,1,1,1,3,1,1,3,1,1,3,1,1,1,3,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,2,1,3,1.08,1.6666666666666667,1.4705882352941178,2.647058823529412,0.9803921568627452,LOW
1,1,3,1,1,1,1,1,1,1,3,1,1,1,3,2,1,3,1,1,1,2,1,1,1,1,3,1,3,1,3,3,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1.32,1.5757575757575757,1.3725490196078431,2.854901960784314,1.0573710965867829,LOW
1,3,1,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,1,2,3,2,3,3,3,3,1,3,3,1,1,3,1,3,3,1,2.36,2.757575757575758,2.450980392156863,15.950683303624482,5.907660482823882,MEDIUM
1,1,1,3,3,1,1,3,1,3,2,1,3,2,3,1,3,3,1,3,3,3,2,2,3,3,3,3,3,1,3,3,3,3,1,3,3,1,3,3,3,3,1,3,2,1,2,1,1,3,1,3,1.6,2.6363636363636362,2.176470588235294,9.180748663101603,3.4002772826302237,LOW
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,2,3,1,3,3,3,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3.0,2.515151515151515,2.9019607843137254,21.896613190730836,8.109856737307716,HIGH
1,1,3,2,3,3,1,3,3,3,1,1,3,3,3,1,1,1,3,3,3,1,3,1,1,1,1,3,2,1,1,3,3,3,2,1,3,3,3,3,1,1,1,3,1,1,3,2,3,2,1,1,2.08,1.8484848484848484,1.9803921568627452,7.614307783719548,2.820113993970203,LOW
3,1,3,3,3,1,3,3,1,3,1,3,3,3,3,3,3,3,1,3,3,1,3,1,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,2.28,2.6363636363636362,2.607843137254902,15.675508021390373,5.8057437116260635,MEDIUM
3,1,3,3,3,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,3,1,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2.52,2.696969696969697,2.607843137254902,17.723850267379678,6.564388987918399,MEDIUM
2,1,1,1,1,1,1,2,3,2,1,1,1,1,1,3,1,1,1,3,1,3,1,1,3,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1.44,1.606060606060606,1.392156862745098,3.2196791443850263,1.1924737571796393,LOW
3,3,2,1,1,3,1,1,3,1,3,1,1,1,1,1,2,2,1,1,1,1,3,1,3,1,1,2,1,1,1,3,2,1,1,1,3,1,2,1,2,3,1,3,1,3,1,1,1,1,3,3,2.08,1.5454545454545454,1.6862745098039216,5.42060606060606,2.0076318742985406,LOW
1,1,2,3,3,1,3,3,1,3,3,3,3,1,1,3,3,1,1,1,3,1,1,1,1,3,1,1,1,3,3,1,1,3,3,3,1,3,3,1,3,3,3,3,1,1,1,2,1,1,3,1,2.0,1.606060606060606,2.1176470588235294,6.802139037433155,2.519310754604872,LOW
3,1,1,1,1,1,3,3,3,3,3,1,1,3,3,3,3,2,1,3,3,3,1,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,1,3,1,3,3,3,1,3,1,1,3,3,3,1.8,2.5454545454545454,2.2549019607843137,10.331550802139038,3.8265002970885327,MEDIUM
3,3,1,1,3,3,1,1,3,3,1,1,1,1,1,1,1,2,3,3,3,1,3,3,3,1,1,3,1,1,1,3,3,1,3,3,1,2,1,3,3,3,3,1,3,3,3,3,1,1,1,3,2.12,1.9393939393939394,2.0784313725490198,8.545502079619729,3.165000770229529,LOW
3,3,1,1,2,1,3,2,3,3,3,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,3,3,3,2.24,2.878787878787879,2.8627450980392157,18.460368389780157,6.837173477696354,HIGH
1,1,1,3,3,1,3,3,1,3,1,1,1,3,3,3,3,1,1,1,1,1,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1.64,1.7272727272727273,1.1176470588235294,3.1659893048128342,1.172588631412161,LOW
3,3,3,1,1,3,3,1,3,1,3,3,3,1,1,1,2,3,3,3,1,1,3,1,1,1,3,1,1,3,1,1,3,3,1,1,1,1,3,3,1,3,1,1,3,1,1,3,1,1,1,1,2.44,1.7878787878787878,1.7843137254901962,7.783933452168746,2.8829383156180546,LOW
3,1,1,1,1,3,1,3,1,1,1,1,1,3,1,3,3,1,3,1,1,1,3,2,2,3,1,3,2,1,1,1,1,3,1,1,3,3,3,1,3,1,3,1,1,3,3,3,1,3,1,1,1.48,1.9393939393939394,1.7843137254901962,5.121521093285799,1.8968596641799258,LOW
2,1,3,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,1,3,1,3,1,1,1,3,1,3,1,3,3,1,2,1,3,3,1,1,3,3,1,1.68,1.3636363636363635,1.803921568627451,4.132620320855614,1.5306001188354126,LOW
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,1,3,3,3,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,2.787878787878788,2.9019607843137254,24.270944741532976,8.98923879316036,HIGH
1,1,1,1,1,3,1,1,1,3,3,1,1,3,1,1,3,2,1,3,1,1,1,1,1,3,3,1,3,3,1,3,3,3,1,3,3,1,1,1,1,1,1,3,2,1,1,1,1,1,1,3,1.32,1.696969696969697,1.7254901960784315,3.865098039215687,1.4315177923021063,LOW
3,2,3,2,3,3,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,3,3,1,2,2,1,1,2,1,1,1,1,1,3,1,1,1,1,1,2.44,1.3636363636363635,1.2549019607843137,4.175401069518716,1.5464448405624875,LOW
3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,3,3,1,3,3,1,1,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,2.272727272727273,3.0,20.454545454545453,7.575757575757576,HIGH
3,1,3,2,2,1,1,3,1,1,1,1,3,2,1,1,1,1,3,1,1,1,1,1,3,3,3,1,1,3,3,1,1,1,1,3,3,3,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1.76,1.5757575757575757,1.5686274509803921,4.3503267973856214,1.6112321471798599,LOW
1,1,1,1,1,1,1,1,3,1,3,1,1,2,1,3,3,3,1,3,2,3,1,3,2,1,3,2,3,1,1,1,1,2,1,1,1,1,3,3,1,1,1,1,3,1,1,1,1,3,1,1,1.32,2.242424242424242,1.4705882352941178,4.352941176470589,1.6122004357298478,LOW
1,1,1,1,2,2,3,1,1,3,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,1,1,1.32,1.1818181818181819,1.2549019607843137,1.9576470588235295,0.7250544662309368,LOW
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.76,2.757575757575758,3.0,22.832727272727276,8.456565656565658,HIGH
1,1,3,3,3,3,1,1,1,3,1,1,1,2,3,1,1,3,3,1,1,3,3,1,2,2,1,1,3,3,1,3,3,3,1,1,1,3,3,3,1,3,3,3,1,3,1,1,3,1,1,3,1.88,1.9696969696969697,2.215686274509804,8.204753416518122,3.0387975616733782,LOW
3,1,1,3,3,3,1,1,3,3,1,3,1,1,2,1,3,1,2,1,3,3,1,1,3,1,3,3,3,1,1,1,1,1,3,1,1,1,2,3,1,3,3,1,3,1,3,3,3,2,3,1,2.28,1.9090909090909092,1.8431372549019607,8.022673796791443,2.9713606654783122,LOW
1,3,3,3,1,3,3,3,1,3,3,1,1,1,1,3,1,3,1,3,1,1,3,3,1,1,1,3,1,3,2,3,3,1,3,1,3,1,1,3,3,1,3,1,3,1,3,1,3,3,3,2,2.2,1.7878787878787878,2.0392156862745097,8.020915032679738,2.970709271362866,LOW
1,3,3,1,3,1,1,1,1,1,1,1,3,1,3,3,1,1,1,1,3,3,3,1,3,1,3,1,3,1,1,3,1,1,2,1,1,1,1,3,1,1,1,3,3,1,2,1,1,3,3,1,1.64,2.1515151515151514,1.6274509803921569,5.742436125965536,2.12682819480205,LOW
3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,1,2,3,1,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,2.76,2.5454545454545454,2.6862745098039214,18.872299465240637,6.989740542681718,HIGH
1,1,3,3,1,3,1,3,3,1,3,3,1,3,1,1,3,3,3,1,1,1,3,3,3,3,3,2,3,3,3,3,1,1,3,1,3,3,1,1,3,1,3,3,1,1,2,3,1,1,1,1,2.2,2.242424242424242,1.8431372549019607,9.09281045751634,3.3677075768579035,LOW
1,3,3,1,3,1,1,3,3,1,1,1,3,3,1,3,3,3,3,3,3,3,1,1,1,3,1,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,1.96,2.272727272727273,2.7254901960784315,12.140819964349378,4.496599986796066,MEDIUM
1,3,3,3,1,2,3,1,3,3,3,3,3,1,3,3,3,1,3,1,3,3,3,3,1,3,3,3,1,3,1,1,1,1,2,1,3,3,3,1,3,1,1,3,3,3,3,2,1,3,2,2,2.44,2.3333333333333335,2.0588235294117645,11.72156862745098,4.341321713870733,MEDIUM
1,3,1,3,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1.72,1.0606060606060606,1.1568627450980393,2.110398098633393,0.7816289254197751,LOW
1,1,1,3,1,3,3,1,1,1,2,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,3,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1.52,1.2424242424242424,1.2745098039215685,2.406892453951277,0.8914416496115841,LOW
3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,3,1,3,3,2,1,1,1,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2.96,2.090909090909091,2.764705882352941,17.111016042780747,6.337413349178055,MEDIUM
3,3,3,3,3,3,1,3,2,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,2.8,2.8484848484848486,2.843137254901961,22.676173499702912,8.398582777667746,HIGH
3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,2,1,3,1,3,3,3,3,1,3,1,3,3,1,3,3,3,1,3,1,3,3,3,3,3,3,2,3,1,3,1,2,3,2.76,2.3333333333333335,2.392156862745098,15.40549019607843,5.705737109658679,MEDIUM
1,1,1,3,1,3,3,1,3,1,3,1,3,1,1,1,1,3,1,3,3,1,1,1,3,1,3,1,1,1,3,3,3,1,1,3,3,3,2,3,1,3,1,3,1,3,3,3,3,2,3,3,1.8,1.7878787878787878,2.4705882352941178,7.9508021390374335,2.944741532976827,LOW
3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3.0,2.6666666666666665,2.823529411764706,22.58823529411765,8.366013071895425,HIGH
1,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,3,3,1,3,1,1,3,1,1,1,1,1,3,1,1,1.4,1.2424242424242424,1.588235294117647,2.7625668449197858,1.0231729055258467,LOW
1,2,1,1,1,3,3,1,1,1,3,1,1,3,1,1,1,3,1,3,1,1,3,1,1,1,2,1,1,3,3,3,1,3,3,1,3,1,3,3,2,1,1,1,3,3,1,1,2,1,1,1,1.44,1.5757575757575757,2.019607843137255,4.582673796791443,1.697286591404238,LOW
3,3,3,3,1,1,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,1,2,3,2.52,3.0,2.7254901960784315,20.604705882352942,7.631372549019608,HIGH
2,2,1,1,3,1,2,3,1,1,1,3,1,1,1,3,3,1,3,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1.68,1.5454545454545454,1.2549019607843137,3.258181818181818,1.2067340067340067,LOW
3,3,1,1,3,3,3,1,1,2,3,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,2.0,2.696969696969697,2.843137254901961,15.335710041592394,5.679892607997184,MEDIUM
1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.08,1.0606060606060606,1.1568627450980393,1.3251336898395725,0.490790255496138,LOW
1,3,3,3,3,2,1,1,3,1,3,2,3,3,1,3,3,3,3,3,3,3,2,3,1,3,1,3,1,2,1,1,1,3,1,1,1,1,3,2,3,3,3,3,1,3,3,1,3,1,3,3,2.36,2.484848484848485,2.019607843137255,11.843469994058228,4.386470368169714,MEDIUM
1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.0,1.1818181818181819,1.196078431372549,1.4135472370766489,0.5235360137320922,LOW
1,1,3,1,1,1,1,1,3,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1.48,1.3636363636363635,1.196078431372549,2.4139037433155077,0.894038423450188,LOW
3,1,3,3,3,3,3,3,3,3,3,3,1,3,1,1,3,1,1,3,3,1,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,2.76,2.090909090909091,2.8823529411764706,16.63379679144385,6.160665478312537,MEDIUM
3,3,2,3,1,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,1,3,3,1,3,3,1,3,3,1,3,2.48,3.0,2.450980392156863,18.235294117647058,6.753812636165577,MEDIUM
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,1,2,1,3,3,3,3,2,2,3,3.0,2.9393939393939394,2.6470588235294117,23.342245989304814,8.645276292335117,HIGH
1,3,3,3,3,3,3,1,3,2,1,1,3,2,3,1,3,1,3,1,1,1,1,1,3,1,3,3,1,3,3,3,3,3,3,1,1,3,1,3,3,2,3,1,1,3,3,3,1,3,3,3,2.4,1.696969696969697,2.3333333333333335,9.503030303030302,3.519640852974186,LOW
1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.16,1.121212121212121,1.0588235294117647,1.3771122994652403,0.5100415923945335,LOW
2,2,1,1,1,3,1,3,3,3,1,1,1,1,1,2,1,1,3,1,3,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,1,3,1,1,1,1,3,3,3,1,1,1,1,2,1,1,1.8,1.3636363636363635,1.5490196078431373,3.802139037433155,1.4081996434937614,LOW
1,3,3,1,3,1,3,1,3,1,1,3,1,1,1,1,1,1,1,3,1,3,2,3,3,3,1,2,3,3,1,3,3,1,3,3,2,1,2,3,1,3,1,3,3,3,2,1,3,1,2,1,2.12,1.9696969696969697,2.196078431372549,9.170291146761736,3.3964041284302726,LOW
3,3,1,1,3,3,3,3,3,3,3,1,3,3,1,3,3,3,1,1,3,1,1,3,1,3,3,1,3,1,1,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,1,3,3,3,3,3,2.36,2.1515151515151514,2.5686274509803924,13.042400475341651,4.830518694570982,MEDIUM
1,1,1,1,1,3,3,3,1,1,3,1,1,3,1,3,1,1,1,3,1,3,1,3,1,1,3,3,2,1,3,1,3,1,1,1,1,1,3,3,1,1,3,3,1,3,1,3,3,1,1,3,1.4,1.7878787878787878,1.9803921568627452,4.956981580510992,1.83591910389296,LOW
2,1,1,1,1,1,1,3,1,1,3,1,3,1,3,1,1,3,2,1,1,2,1,3,3,3,3,1,3,2,2,3,3,1,3,3,1,3,3,3,3,1,3,1,3,3,3,1,3,3,1,1,1.28,2.090909090909091,2.2941176470588234,6.139893048128342,2.2740344622697566,LOW
1,1,3,3,3,3,3,3,3,1,1,2,3,3,1,3,1,1,3,3,1,1,3,1,1,3,3,1,2,3,1,1,1,1,3,2,3,1,3,3,3,3,3,2,3,3,3,1,1,1,3,1,2.28,1.9090909090909092,2.0588235294117645,8.961497326203208,3.3190730837789664,LOW
1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.32,1.1818181818181819,1.1568627450980393,1.8047058823529414,0.668409586056645,LOW
3,3,1,3,3,1,3,3,3,3,3,1,3,3,3,2,1,3,3,3,3,3,3,3,3,2,3,3,1,3,1,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2.44,2.6363636363636362,2.7254901960784315,17.532335115864527,6.493457450320195,MEDIUM
3,1,3,3,1,3,3,3,3,3,3,3,1,1,1,1,3,1,3,1,1,3,1,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,1,1,3,3,1,3,1,3,3,1,1,1,3,3,2.6,1.9090909090909092,2.176470588235294,10.803208556149732,4.001188354129531,MEDIUM
1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.08,1.121212121212121,1.2745098039215685,1.5433155080213903,0.5715983363042186,LOW
1,1,3,3,3,3,2,3,1,3,3,3,3,3,2,1,3,3,1,3,1,3,3,1,1,3,1,3,1,1,1,3,3,3,3,3,1,1,3,1,3,3,3,3,3,3,3,1,2,1,3,3,2.24,2.1818181818181817,2.235294117647059,10.924491978609627,4.046108140225788,MEDIUM
3,2,2,2,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,1,3,3,2,2,3,3,3,3,3,3,1,3,3,3,3,2,3,3,1,3,3,3,3,1,2.4,2.6363636363636362,2.607843137254902,16.50053475935829,6.111309170132699,MEDIUM
1,3,3,3,1,1,1,1,3,1,3,1,1,1,2,1,1,1,3,1,3,1,1,1,1,1,1,1,3,1,1,1,1,2,1,3,3,1,3,1,1,1,3,1,3,1,1,3,1,1,3,1,2.04,1.3333333333333333,1.6666666666666667,4.533333333333333,1.6790123456790123,LOW
3,1,3,1,1,3,3,1,1,1,1,3,3,1,3,1,3,3,3,1,3,3,3,2,3,3,3,3,3,3,1,1,3,1,3,3,3,1,3,3,3,3,1,3,1,3,1,1,1,1,3,3,1.88,2.6363636363636362,2.0980392156862746,10.398645276292335,3.851350102330495,MEDIUM
1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,3,3,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.24,1.2424242424242424,1.2941176470588236,1.9937254901960784,0.7384168482207698,LOW
3,3,3,3,1,3,3,3,3,3,3,2,3,3,2,1,3,3,3,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2.76,2.6666666666666665,2.9607843137254903,21.791372549019606,8.070878721859113,HIGH
3,3,3,3,3,3,3,3,1,1,3,3,3,3,1,3,3,3,3,3,3,3,1,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2.68,2.515151515151515,2.8823529411764706,19.428805704099823,7.195853964481415,HIGH
3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2.72,2.6666666666666665,2.823529411764706,20.480000000000004,7.585185185185187,HIGH
3,2,3,3,1,3,1,1,2,3,3,3,1,1,3,1,3,3,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,2.44,2.4545454545454546,2.843137254901961,17.027807486631016,6.306595365418895,MEDIUM
1,1,1,3,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,1,3,3,2,1,1,1,1,1,3,1,1,3,2,1,3,1,1,1,1,3,1,3,1,3,1,3,1,1.36,1.5454545454545454,1.6470588235294117,3.461818181818182,1.2821548821548823,LOW
3,3,3,1,1,3,3,3,1,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2.36,2.8181818181818183,2.764705882352941,18.38780748663102,6.8102990691226,HIGH
1,1,1,3,1,3,3,1,3,3,1,3,3,1,1,1,1,2,1,3,1,1,3,1,1,1,1,1,1,2,1,3,3,1,1,3,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,3,1.96,1.5151515151515151,1.5490196078431373,4.600118835412953,1.7037477168196122,LOW
1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.32,1.2424242424242424,1.2941176470588236,2.1223529411764708,0.7860566448801743,LOW
1,3,3,3,3,3,3,3,1,3,1,3,3,3,3,3,3,1,3,1,1,3,3,3,1,3,1,1,1,3,3,2,1,3,3,1,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,2.44,2.1515151515151514,2.5686274509803924,13.484515745692216,4.994265090997117,MEDIUM
1,1,3,1,1,1,3,1,3,1,2,1,3,3,3,1,3,1,1,2,1,1,2,2,1,1,3,1,1,1,2,1,1,3,3,1,3,3,1,1,1,3,2,1,3,3,1,3,2,3,3,1,1.6,1.6363636363636365,2.0,5.236363636363637,1.9393939393939397,LOW
3,1,3,3,3,2,3,3,3,3,3,3,1,1,3,3,1,1,3,1,3,3,3,3,1,1,1,3,3,1,3,3,1,2,3,3,3,1,3,1,3,3,3,1,1,3,1,3,1,1,3,1,2.68,2.0303030303030303,2.019607843137255,10.9891146761735,4.070042472656851,MEDIUM
1,3,3,1,1,1,1,1,3,3,1,3,3,1,3,3,1,1,1,3,1,1,1,1,1,3,1,3,1,1,1,1,3,3,1,3,3,1,1,3,3,1,1,1,1,1,2,1,1,1,1,1,1.96,1.606060606060606,1.4509803921568627,4.567510398098633,1.6916705178143085,LOW
1,3,3,3,1,1,1,1,3,2,3,1,1,3,1,1,3,1,1,3,2,3,1,1,3,3,1,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,1,3,1,3,3,2.08,2.0303030303030303,2.4901960784313726,10.51617349970291,3.894879073964041,MEDIUM
3,1,1,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,1,1,3,2,3,3,1,2,1,3,3,3,3,3,3,2.28,2.878787878787879,2.215686274509804,14.542959001782531,5.386281111771308,MEDIUM
